text,author,book
"If she was that sick, I really should have behaved better than I did.",Natsume Soseki,Botchan
"When I got home, my brother told me that I was a disgrace to the family and that it was because of me that Mother had died so quickly.",Natsume Soseki,Botchan
"I was so upset I smacked him in the face, which only got me into even more trouble.After my mother died, I went on living with the old man and my brother.",Natsume Soseki,Botchan
"The old man was the kind of guy who never did anything himself, but all he had to do was catch sight of you and he’d be telling you how you were no good at all.",Natsume Soseki,Botchan
I still can’t figure out why he thought that way.,Natsume Soseki,Botchan
One thing was for certain: I had a real character for an old man.,Natsume Soseki,Botchan
My brother wanted to become a businessman and was always studying English.,Natsume Soseki,Botchan
"Anyway, he had that feminine streak and he was a sneak, so we didn’t get along.",Natsume Soseki,Botchan
Every ten days or so we’d get into a fight.,Natsume Soseki,Botchan
One time when we were playing chess he caught me with a really sneaky move and then sat there gloating and rubbing it in while I squirmed.,Natsume Soseki,Botchan
I was so mad that I grabbed one of the pieces and threw it at him.,Natsume Soseki,Botchan
"It hit him right between the eyes, hard enough to draw blood.",Natsume Soseki,Botchan
"He went to tell on me to the old man, who announced that he was going to disinherit me.I figured that I was going to be disinherited just like he said and that was all there was to it, but then Kiyo, the old woman who had been our maid for the last ten years, appealed to him in tears, and he finally cooled down.",Natsume Soseki,Botchan
"Even with all this, though, I wasn’t particularly scared of the old man.",Natsume Soseki,Botchan
Mainly I felt sorry for Kiyo.,Natsume Soseki,Botchan
"According to the stories I heard she was supposed to be from a respectable family, but when the shogunate was overthrown she was left with nothing and ended up having to work as a servant.",Natsume Soseki,Botchan
That’s why she was just a humble old woman now.,Natsume Soseki,Botchan
"I don’t know what kind of karmic link there was between the two of us, but for some reason she was tremendously fond of me.",Natsume Soseki,Botchan
It was really amazing.,Natsume Soseki,Botchan
My mother had had enough of me three days before she died … the old man never had any use for me at all … and everybody in the neighborhood thought I was just a little good-for-nothing and wouldn’t have anything to do with me … but this one old woman was absolutely crazy about me.,Natsume Soseki,Botchan
"I had already come to the conclusion that I wasn’t the kind of person that anybody could like and it didn’t bother me at all if people treated me as if I was just a block of wood, which only made me wonder all the more why Kiyo fussed over me the way she did.",Natsume Soseki,Botchan
"Sometimes when she was in the kitchen and nobody else was around, she would praise me for having what she called ‘a fine, upstanding character.’ I had no idea what she meant, though.",Natsume Soseki,Botchan
"I figured that if I really had such a fine character, other people should be treating me a little better.",Natsume Soseki,Botchan
"Whenever Kiyo said something like that, I’d tell her that I couldn’t stand being flattered.",Natsume Soseki,Botchan
"Then she’d say that it just showed how fine my character really was, and gaze at me adoringly.",Natsume Soseki,Botchan
She seemed to be taking pride in some version of me that she’d created all by herself.,Natsume Soseki,Botchan
There was something almost creepy about it.Kiyo grew even fonder of me after my mother died.,Natsume Soseki,Botchan
Sometimes in my child’s heart I wondered why.,Natsume Soseki,Botchan
I didn’t appreciate it and wished she would put a stop to it.,Natsume Soseki,Botchan
I thought it was pathetic.,Natsume Soseki,Botchan
"She kept right on spoiling me, though.",Natsume Soseki,Botchan
Sometimes she would take her own spending money and buy me various kinds of sweets.,Natsume Soseki,Botchan
On cold nights she’d slip out and buy some buckwheat flour and after I’d gone to bed she’d come in and leave a steaming bowl of gruel by my pillow.,Natsume Soseki,Botchan
There were even times when she’d buy me a pot of hot noodle stew.,Natsume Soseki,Botchan
"And it wasn’t just food, either: socks, pencils, notebooks – I got all kinds of presents from her.",Natsume Soseki,Botchan
Another time – this was much later – she even gave me three yen and told me it was a loan.,Natsume Soseki,Botchan
It wasn’t as if I had asked her to lend me any money.,Natsume Soseki,Botchan
"She just brought it to my room and said that it must be hard for me without any spending money, so I should take it and use it to get something I wanted.",Natsume Soseki,Botchan
"I told her that I didn’t need it, of course, but she insisted that I should take it, so that’s what I did, and actually I was very glad to have it.",Natsume Soseki,Botchan
"I put the three one-yen bills in a purse, stuck it in my kimono – and then went off to the toilet, where I managed to drop it right down the hole.",Natsume Soseki,Botchan
There was nothing I could do except come slinking back and explain to Kiyo what had happened.,Natsume Soseki,Botchan
She immediately went and found a bamboo pole and told me that she’d fish it out for me.,Natsume Soseki,Botchan
"After a while I heard the sound of splashing water by the well, and when I went to see what was happening, there she was with the cord of my purse hanging from the tip of the pole, trying to rinse it off.",Natsume Soseki,Botchan
"When we opened it up, the bills were all faded and the paper was stained a brownish color.",Natsume Soseki,Botchan
"Kiyo dried them off over the hibachi and gave them back to me, saying that they should be all right now.",Natsume Soseki,Botchan
I took a sniff.,Natsume Soseki,Botchan
"It was pretty bad, and I told her so.",Natsume Soseki,Botchan
"She said I should give them to her and she’d change them for me, and somehow or other she managed to get them exchanged for three silver one-yen coins.",Natsume Soseki,Botchan
I can’t remember what it was that I bought with those coins.,Natsume Soseki,Botchan
"I told her that I’d pay her back soon, but I never did.",Natsume Soseki,Botchan
"Now I wish I could pay her back ten-fold, but it’s not possible any longer.When Kiyo gave me these presents she would always be careful to choose times when the old man and my brother were not around.",Natsume Soseki,Botchan
"Now, there’s nothing I hate more than getting something all to myself behind everybody else’s back.",Natsume Soseki,Botchan
"It’s true that I didn’t get along with my brother, but that doesn’t mean that I enjoyed being given sweets and colored pencils without his knowing about it.",Natsume Soseki,Botchan
I asked Kiyo why she was always giving me stuff but never gave my brother anything.,Natsume Soseki,Botchan
"She replied with a straight face that our father would buy things for him, so he didn’t need any presents from her.",Natsume Soseki,Botchan
This wasn’t really fair.,Natsume Soseki,Botchan
"The old man was hard-headed all right, but he wasn’t the kind to play favorites like that.",Natsume Soseki,Botchan
"I guess it seemed that way to Kiyo, though.",Natsume Soseki,Botchan
She must have been absolutely crazy about me.,Natsume Soseki,Botchan
"Even though she came from a good family, she had no education at all, so what could I do?",Natsume Soseki,Botchan
"That’s not all there was to it, either.",Natsume Soseki,Botchan
The kind of devotion she had for me was downright scary.,Natsume Soseki,Botchan
She was absolutely certain I was going to have a glorious career and become a wonderfully distinguished man.,Natsume Soseki,Botchan
"My brother, on the other hand, had nothing going for him but his fair complexion, and would never amount to anything as far as she was concerned.",Natsume Soseki,Botchan
"She had simply convinced herself that people she liked were sure to be big successes, and people she didn’t like were bound to fail, and there was absolutely no way you could talk her out of these notions.",Natsume Soseki,Botchan
At that time I didn’t have any particular ideas about what I was going to do with my life.,Natsume Soseki,Botchan
"But because Kiyo kept insisting that I was going to be somebody important, I gradually began to feel it might be true.",Natsume Soseki,Botchan
It seems ridiculous when I think about it now.,Natsume Soseki,Botchan
"Once I actually asked her what she thought I would become, but it turned out that she didn’t seem to have any more of an idea than I did.",Natsume Soseki,Botchan
"All she was certain of was that I’d travel around town in my own private rickshaw and get myself a house with a magnificent entrance.What’s more, Kiyo had a notion that once I was on my own and had that house, she should come and join me there.",Natsume Soseki,Botchan
"Over and over, she asked me to let her live with me.",Natsume Soseki,Botchan
"I myself had come to believe that I’d manage to end up with a house of my own somehow, so I told her I’d take her in.",Natsume Soseki,Botchan
"She had a tendency to let her imagination run wild, though, and sometimes she’d ask me whether I thought Kōjimachi was a more suitable neighborhood than Azabu, or tell me that it would be nice if we put a swing in the yard, or that one Western-style room would be plenty, as if she was getting it all planned out in advance.",Natsume Soseki,Botchan
In those days I didn’t have the least interest in things like owning a house.,Natsume Soseki,Botchan
"Western-style or Japanese, it wasn’t something that I had any use for, so whenever Kiyo started in on her fantasies I would tell her that I didn’t want any of that grand stuff.",Natsume Soseki,Botchan
"Then she would praise me again, saying that it just showed how unselfish I was, what a pure heart I had.",Natsume Soseki,Botchan
"No matter what I said, she could always find some reason to praise me for it.We went on living this way for five or six years after my mother died, with me getting chewed out by the old man, getting into fights with my brother, and getting sweets and compliments from Kiyo.",Natsume Soseki,Botchan
"I never wished for anything more; things were fine with me just the way they were, and I figured that this must be more or less the way it was for other kids as well.",Natsume Soseki,Botchan
"Still, Kiyo kept telling me what a poor, unfortunate boy I was, and eventually I came to believe that I really was as unfortunate as she said.",Natsume Soseki,Botchan
"Other than that there was nothing that bothered me at all, except that the old man would never give me any pocket money.In January of the sixth year after my mother’s death, the old man had a stroke and died.",Natsume Soseki,Botchan
"That April I graduated from a private middle school, and in June my brother graduated from his business school.",Natsume Soseki,Botchan
"He took a job with some company, and was assigned to their office in Kyushu.",Natsume Soseki,Botchan
I still had to finish my education in Tokyo.,Natsume Soseki,Botchan
My brother announced that he was going to sell off the house and all our parents’ possessions before heading off to Kyushu.,Natsume Soseki,Botchan
I told him he could do whatever he wanted as far as I was concerned.,Natsume Soseki,Botchan
"No matter what, I didn’t want to feel beholden to him for anything.",Natsume Soseki,Botchan
"And even if he did try to take care of me, I knew that he wouldn’t miss a chance to use it against me when we got into a quarrel, which we were bound to do sooner or later anyway.",Natsume Soseki,Botchan
I wasn’t about to bow down to a brother like him just so I could get whatever help he might be willing to give me.,Natsume Soseki,Botchan
"I figured that there would always be something I could do to get by on my own – even if it meant that I’d have to work as a milkman, well, I was ready.",Natsume Soseki,Botchan
My brother brought in a dealer in second-hand goods and sold off all the junk that had accumulated in our house from generation to generation for next to nothing.,Natsume Soseki,Botchan
"He got somebody to help him unload the house and land, and they managed to find a wealthy buyer.",Natsume Soseki,Botchan
"It seems that he made a lot of money off the deal, but I don’t know any of the details.",Natsume Soseki,Botchan
I had already moved out a month before and taken a room in a boardinghouse in Kanda until I could figure out my next move.,Natsume Soseki,Botchan
"Kiyo was very upset that the house she had been serving in for more than ten years was being let go, but it wasn’t hers so there was nothing she could do about it.",Natsume Soseki,Botchan
Over and over she lamented that if only I had been a little bit older I could have inherited the place myself.,Natsume Soseki,Botchan
"Of course, if I could have inherited it when I was a little older, I should have been entitled to inherit it just as easily right then.",Natsume Soseki,Botchan
"The old woman didn’t understand how these things work at all, so she actually thought that getting older was all it took for you to inherit an older brother’s property.So my brother and I went our separate ways, but there was still the problem of where Kiyo should go.",Natsume Soseki,Botchan
"My brother was hardly in a position to take her with him, of course, and besides she didn’t have the slightest interest in trailing along after him all the way out to Kyushu.",Natsume Soseki,Botchan
"But I was holed up in my nine-foot-square room in a cheap boardinghouse at that point, and for all I knew I might even be forced to get out at any time.",Natsume Soseki,Botchan
There was nothing that either of us could do for her.,Natsume Soseki,Botchan
Finally I put the question to Kiyo herself.,Natsume Soseki,Botchan
"When I asked if she was planning to go into service in some other house, she said that until I had a home of my own and got married, she had no choice but to move in with her nephew and that was what she’d decided to do.",Natsume Soseki,Botchan
"This nephew was a clerk in the courts, reasonably well off, and he had already invited Kiyo to come and live with him if she was so minded on a couple of occasions, but she’d always turned down the offer, saying that she preferred staying on in a place that she’d been used to for years, even as a maid.",Natsume Soseki,Botchan
"This time, though, she must have decided that moving in with him would be better than starting over as a servant in some unfamiliar household where she’d have to worry all the time about fitting in.",Natsume Soseki,Botchan
"Still, she said, I should get myself a house and a wife as soon as possible and she’d come and take care of me.",Natsume Soseki,Botchan
"She must have preferred me, even though I wasn’t a flesh-and-blood relative, to her nephew who was one.Two days before my brother left for Kyushu, he came around to my boardinghouse and presented me with six hundred yen.",Natsume Soseki,Botchan
"He said that I could use it as capital to set myself up in some business, or to pay for continuing my education – whatever I did with it was up to me, but I shouldn’t expect anything more from him.",Natsume Soseki,Botchan
By my brother’s standards this was a pretty impressive move.,Natsume Soseki,Botchan
"It wasn’t as if it would have bothered me if he hadn’t given me the money, but I admired him for handling the situation like a man, so I accepted it and thanked him.",Natsume Soseki,Botchan
"Then he took out another fifty yen and told me to give it to Kiyo, which I gladly agreed to do.",Natsume Soseki,Botchan
"Two days later we said goodbye at Shinbashi Station, and I haven’t seen him since.Lying on my bedding, I thought about what to do with the six hundred yen.",Natsume Soseki,Botchan
"Going into business would be a real bother, and I wouldn’t be able to make a go of it anyway, especially since it didn’t seem very likely that you could set yourself up in any kind of decent business with only six hundred yen.",Natsume Soseki,Botchan
"Even if you could, the way the world is now you’d always be at a disadvantage unless you could present yourself in society as an educated man.",Natsume Soseki,Botchan
"Forget about using the money as capital; I’d study something, I decided, and use it for tuition.",Natsume Soseki,Botchan
"If I split it into three parts, I could study for three years, with two hundred yen to spend each year.",Natsume Soseki,Botchan
If I gave it everything I had for three years I should be able to accomplish something.,Natsume Soseki,Botchan
"The next question to consider was what kind of school to go to, but I had never taken a liking to any of the subjects.",Natsume Soseki,Botchan
Language and literature?,Natsume Soseki,Botchan
"Certainly not – when it came to stuff like modern poetry, I couldn’t even understand one line out of twenty.",Natsume Soseki,Botchan
"I was thinking that it really didn’t matter what field I chose since I was sure not to like it anyway, but then as luck would have it I happened to walk past the Institute of Physical Sciences and saw a sign saying STUDENTS WANTED.",Natsume Soseki,Botchan
"This, I figured, was meant to be, so I took a look at their list of regulations, and signed up right then and there.",Natsume Soseki,Botchan
"When I think about it now, I realize that this was another one of those blunders I owe to that reckless streak which runs in the family.For three years I studied about as hard as everybody else, but I wasn’t particularly good at it and if you looked for my name in the class rankings you would have had an easier time finding it if you started from the bottom.",Natsume Soseki,Botchan
"Still, incredible as it seemed, when the three years were up I managed to graduate.",Natsume Soseki,Botchan
"I couldn’t help thinking that it was kind of odd, but since it wouldn’t have made any sense to lodge a complaint, I accepted the diploma without protest.Eight days after I graduated I was summoned by the headmaster.",Natsume Soseki,Botchan
"When I reported to his office, wondering what it was about, I was told that there was an opening for a mathematics teacher in a middle school somewhere out in Shikoku, paying forty yen a month.",Natsume Soseki,Botchan
Was I interested?,Natsume Soseki,Botchan
"Well, the idea that I might become a teacher, or that I might go and live in the provinces, had never even occurred to me despite having just spent three years at my studies.",Natsume Soseki,Botchan
"But of course I didn’t have any ideas about doing something other than teaching, either, so I agreed on the spot.",Natsume Soseki,Botchan
"Once again, that reckless streak did me in.Since I had accepted the offer, I had to go.",Natsume Soseki,Botchan
In the three years I’d been holed up in my nine-foot-square room I hadn’t had to put up with a single critical remark.,Natsume Soseki,Botchan
I hadn’t gotten into any fights.,Natsume Soseki,Botchan
"Compared to what came before and after, it was a pretty carefree phase of my life.",Natsume Soseki,Botchan
But now I’d have to leave my little room behind.,Natsume Soseki,Botchan
The only time I had been out of Tokyo in my entire life was when I went on an excursion to Kamakura with some of my classmates.,Natsume Soseki,Botchan
This time it would be nowhere as close by as Kamakura – I’d be going somewhere awfully far away.,Natsume Soseki,Botchan
"When I looked for it on a map, I saw that it was on the coast, no bigger than a pinpoint.",Natsume Soseki,Botchan
It couldn’t be much of a place.,Natsume Soseki,Botchan
I didn’t have a clue what the town or the people who lived there were like.,Natsume Soseki,Botchan
"That didn’t matter, though.",Natsume Soseki,Botchan
There was no point worrying.,Natsume Soseki,Botchan
I would just go.,Natsume Soseki,Botchan
"All the same, it was kind of a bother.I had gone to visit Kiyo a number of times since we had gotten rid of the old house.",Natsume Soseki,Botchan
Her nephew turned out to be a surprisingly fine person.,Natsume Soseki,Botchan
He would always go out of his way to be nice to me if he was at home when I visited.,Natsume Soseki,Botchan
Kiyo would sing my praises to him – she would even announce that I was going to buy a mansion in Kōjimachi and get a good job with the government as soon as I graduated.,Natsume Soseki,Botchan
"Since she had taken it on herself to chart my life out this way, these conversations were kind of hard for me and all I could do was sit there and blush.",Natsume Soseki,Botchan
And it wasn’t only once or twice that this happened.,Natsume Soseki,Botchan
"Sometimes she would even talk about the way I wet my bed when I was little, which was enough to make me squirm.",Natsume Soseki,Botchan
I don’t know what the nephew was thinking as he listened to Kiyo carrying on like this.,Natsume Soseki,Botchan
"At any rate, she was an old-fashioned kind of woman, and she thought of our relationship in terms of the master-retainer relations of feudal times.",Natsume Soseki,Botchan
"She seemed to believe that if I was her master, then I ranked as her nephew’s master as well.",Natsume Soseki,Botchan
It must have been pretty embarrassing for him!In due course it was officially confirmed that I had been hired.,Natsume Soseki,Botchan
"Three days before I set out, I went to see Kiyo, but she was down with a cold, lying in a little room on the north side of the house.",Natsume Soseki,Botchan
"When she saw me there it seemed to boost her spirits right away, and she sat up and asked when I was going to get a house of my own.",Natsume Soseki,Botchan
She had this idea that all you had to do was graduate and the money would just start sprouting in your pocket.,Natsume Soseki,Botchan
"What was even more ridiculous was the way she was still calling me Botchan, even though in her mind I was now a man of substance, not some little boy.",Natsume Soseki,Botchan
It would be no simple thing for me to get a house any time soon.,Natsume Soseki,Botchan
"When I told her I was going to the country, she looked terribly disappointed and kept stroking the loose hairs at her graying temples over and over again.",Natsume Soseki,Botchan
"I felt so sorry for her that I tried to cheer her up by saying ‘I have to go, but I’ll be back soon.",Natsume Soseki,Botchan
"I’ll be back next year at summer vacation for sure.’ She still had a funny look on her face, so I asked ‘What kind of souvenir should I bring back for you?",Natsume Soseki,Botchan
"What would you like?’ ‘I’d like some of those sweets from Echigo that come wrapped in bamboo leaves,’ she said.",Natsume Soseki,Botchan
"I had never heard of anything like that, and besides Echigo was in a different direction from where I was headed.",Natsume Soseki,Botchan
"When I replied that I didn’t think they had those in the part of the country I was going to, she asked ‘Which direction are you going, then?’ ‘West,’ I said.",Natsume Soseki,Botchan
"Then she asked ‘Past Hakone, or on this side?’ I didn’t know how to even begin to explain.The morning I left she came to my room and helped out with all kinds of things.",Natsume Soseki,Botchan
"She gave me a canvas bag with a toothbrush, tooth powder, and a towel she’d bought in a shop on the way over.",Natsume Soseki,Botchan
"I told her I didn’t need them, but she wouldn’t take no for an answer.",Natsume Soseki,Botchan
"We rode to the station in two rickshaws, side by side.",Natsume Soseki,Botchan
"After I had boarded the train she stood there on the platform, gazing at me through the window.",Natsume Soseki,Botchan
‘We may not see each other again.,Natsume Soseki,Botchan
"Please take very good care of yourself,’ she said in a tiny voice.",Natsume Soseki,Botchan
Her eyes were filled with tears.,Natsume Soseki,Botchan
"Mine weren’t, but it was all I could do to keep myself from crying.",Natsume Soseki,Botchan
Once the train started to pick up speed I thought I would be all right and I stuck my head out the window and looked back.,Natsume Soseki,Botchan
She was still standing there.,Natsume Soseki,Botchan
"Somehow she looked awfully small.2When the ship came to a stop with a blast from its whistle, a barge pulled out from the shore and was rowed over to us.",Natsume Soseki,Botchan
The boatman was stark naked except for a red loincloth.,Natsume Soseki,Botchan
What a barbaric place!,Natsume Soseki,Botchan
"Of course, he probably couldn’t stand wearing a kimono in that searing heat.",Natsume Soseki,Botchan
The sun beat down so fiercely that the water shone with a nasty glint to it.,Natsume Soseki,Botchan
Just looking at it was enough to make your eyes swim.,Natsume Soseki,Botchan
I asked the purser if this was where I was supposed to get off and he said it was.,Natsume Soseki,Botchan
From the look of it the place was a fishing town about the size of the neighborhood of ōmori in Tokyo.,Natsume Soseki,Botchan
"Who the hell did they think they were, sending me to a place like this?",Natsume Soseki,Botchan
How was I supposed to stand it?,Natsume Soseki,Botchan
"Well, there was nothing I could do about it now.",Natsume Soseki,Botchan
"I jumped down onto the barge ahead of everybody else, and five or six people got on after me.",Natsume Soseki,Botchan
They loaded a couple of big boxes on too and then Redloin rowed us in to the shore.,Natsume Soseki,Botchan
When we landed I was again the first one to jump off.,Natsume Soseki,Botchan
"Right away I grabbed a runny-nosed kid who was standing there and asked him where the middle school was, but he just gawked at me and said ‘I dunno.’ The dim-witted hick!",Natsume Soseki,Botchan
"The whole town wasn’t any bigger than a cat’s forehead, so how could you not know where the middle school was?",Natsume Soseki,Botchan
Just then a man in a strange-looking kimono with tight sleeves walked up and said ‘Come with me’ and when I followed along he led me to an inn called Minato-ya or something like that.,Natsume Soseki,Botchan
"A bunch of nasty-looking maids all joined voices to greet me, which just made me want to have nothing to do with the place.",Natsume Soseki,Botchan
I stopped in the entryway and asked them where the middle school was.,Natsume Soseki,Botchan
"When they told me that it was a couple of miles away by train, I was even more determined not to stay here.",Natsume Soseki,Botchan
I snatched my two valises from the guy in the tight-sleeved kimono and started walking.,Natsume Soseki,Botchan
The people in the inn gave me a strange look.I found the train station soon enough and bought myself a ticket.,Natsume Soseki,Botchan
"When I got on the train, it looked as dinky as a matchbox.",Natsume Soseki,Botchan
It had hardly started to get rolling when it was already time to get off; the whole ride couldn’t have taken more than five minutes.,Natsume Soseki,Botchan
"No wonder the ticket was so cheap, I thought – only three sen!",Natsume Soseki,Botchan
"I got into a rickshaw and set off for the middle school, but when I got there, classes were already over for the day and there was no one around.",Natsume Soseki,Botchan
The custodian explained that the teacher on night duty had just gone out on an errand.,Natsume Soseki,Botchan
"For somebody who was supposed to be on night duty, he seemed to have a pretty casual attitude.",Natsume Soseki,Botchan
"I thought about paying a call on the Principal, but by this point I was already feeling so worn out that I just got back in the rickshaw and told the driver to take me to an inn.",Natsume Soseki,Botchan
"He dashed me off to a place called Yamashiro-ya – the same name as the pawnbroker’s shop that Kantarō’s family ran, which was kind of funny.For some reason the maid showed me to a dark room beneath the stairway.",Natsume Soseki,Botchan
It was so hot I couldn’t stand it.,Natsume Soseki,Botchan
"When I told her I didn’t want this room she replied that unfortunately all the others were occupied and walked away, leaving my valises just where she had dropped them.",Natsume Soseki,Botchan
"There was nothing I could do about it, so I went in and sat there sweating.",Natsume Soseki,Botchan
"Eventually they told me that the bath was ready, so I headed for the bathroom and plunged right in, but came out just as quickly.",Natsume Soseki,Botchan
"On my way back, I took a look around and noticed that there were actually plenty of nice, cool-looking rooms open.",Natsume Soseki,Botchan
It was outrageous – what a pack of liars!!,Natsume Soseki,Botchan
"By and by, a maid came around with my dinner tray.",Natsume Soseki,Botchan
"The room was as hot as ever, but the food was a lot better than what they gave me in my old boardinghouse.",Natsume Soseki,Botchan
"As she was serving the meal, the maid asked me where I was from, and I told her.",Natsume Soseki,Botchan
"Tokyo must be a very nice place, she said.",Natsume Soseki,Botchan
"It sure is, I said.",Natsume Soseki,Botchan
"After I finished and the maid went back to the kitchen with my tray, I could hear some people laughing out loud.",Natsume Soseki,Botchan
"Since there was nothing worth staying up for in a place like this I went right to bed, but it wasn’t that easy to fall asleep.",Natsume Soseki,Botchan
"The heat wasn’t the only problem – it was noisy, too.",Natsume Soseki,Botchan
The racket was five times worse than it had been at the boardinghouse.,Natsume Soseki,Botchan
"When I finally drifted off, I had a dream about Kiyo.",Natsume Soseki,Botchan
"She was wolfing down some of those Echigo sweets, bamboo-leaf wrappers and all.",Natsume Soseki,Botchan
"I told her that bamboo leaves are poisonous and she shouldn’t be eating them, but she said no, this kind is good for you and went on devouring them.",Natsume Soseki,Botchan
"Dumbfounded, I started roaring with laughter.",Natsume Soseki,Botchan
At this point I woke up.,Natsume Soseki,Botchan
A maid was opening the shutters.,Natsume Soseki,Botchan
"The sky was just as wonderfully clear as it had been the day before.I had been told that when you take a trip, you’re supposed to tip; if you don’t, people won’t treat you the way you deserve.",Natsume Soseki,Botchan
"They must have stuck me in this dark little room because I didn’t hand out any tips; my shabby-looking outfit, canvas valises, and imitation satin umbrella couldn’t have helped either.",Natsume Soseki,Botchan
As if this bunch of hicks had the right to look down their noses at anybody!,Natsume Soseki,Botchan
"Well, I’d show them: let them have a tip that would be sure to give them a nice big shock.",Natsume Soseki,Botchan
"No matter how unimpressive I might have looked to them, I had thirty yen left in my pocket from my savings when I set out from Tokyo, and after paying for the train and boat fare and the rest of my travel expenses I still had fourteen left.",Natsume Soseki,Botchan
"And now I’d have my salary coming in, so even if I let them have all fourteen it wouldn’t be a problem.",Natsume Soseki,Botchan
Country people are cheapskates; a five-yen tip would surely be enough to make their eyes pop.,Natsume Soseki,Botchan
"Just wait till you get a look at this, I thought, as I coolly went off to wash my face, and then went back to my room and waited.",Natsume Soseki,Botchan
The same girl from last night brought in my breakfast.,Natsume Soseki,Botchan
