text,author,book
"The office assistant was the boss's man, spineless, andwith no understanding.",Franz Kafka,Metamorphosis
What about if he reported sick?,Franz Kafka,Metamorphosis
"But thatwould be extremely strained and suspicious as in fifteen years ofservice Gregor had never once yet been ill.  His boss wouldcertainly come round with the doctor from the medical insurancecompany, accuse his parents of having a lazy son, and accept thedoctor's recommendation not to make any claim as the doctor believedthat no-one was ever ill but that many were workshy.",Franz Kafka,Metamorphosis
"And what'smore, would he have been entirely wrong in this case?",Franz Kafka,Metamorphosis
"Gregor did infact, apart from excessive sleepiness after sleeping for so long,feel completely well and even felt much hungrier than usual.He was still hurriedly thinking all this through, unable to decideto get out of the bed, when the clock struck quarter to seven.There was a cautious knock at the door near his head.",Franz Kafka,Metamorphosis
"""Gregor"",somebody called - it was his mother - ""it's quarter to seven.Didn't you want to go somewhere?""",Franz Kafka,Metamorphosis
That gentle voice!,Franz Kafka,Metamorphosis
"Gregor wasshocked when he heard his own voice answering, it could hardly berecognised as the voice he had had before.",Franz Kafka,Metamorphosis
"As if from deep insidehim, there was a painful and uncontrollable squeaking mixed in withit, the words could be made out at first but then there was a sortof echo which made them unclear, leaving the hearer unsure whetherhe had heard properly or not.",Franz Kafka,Metamorphosis
"Gregor had wanted to give a fullanswer and explain everything, but in the circumstances contentedhimself with saying: ""Yes, mother, yes, thank-you, I'm getting upnow.""",Franz Kafka,Metamorphosis
"The change in Gregor's voice probably could not be noticedoutside through the wooden door, as his mother was satisfied withthis explanation and shuffled away.",Franz Kafka,Metamorphosis
"But this short conversationmade the other members of the family aware that Gregor, againsttheir expectations was still at home, and soon his father cameknocking at one of the side doors, gently, but with his fist.",Franz Kafka,Metamorphosis
"""Gregor, Gregor"", he called, ""what's wrong?""",Franz Kafka,Metamorphosis
"And after a shortwhile he called again with a warning deepness in his voice: ""Gregor!Gregor!""",Franz Kafka,Metamorphosis
"At the other side door his sister came plaintively:""Gregor?",Franz Kafka,Metamorphosis
Aren't you well?,Franz Kafka,Metamorphosis
"Do you need anything?""",Franz Kafka,Metamorphosis
"Gregor answered toboth sides: ""I'm ready, now"", making an effort to remove all thestrangeness from his voice by enunciating very carefully and puttinglong pauses between each, individual word.",Franz Kafka,Metamorphosis
"His father went back tohis breakfast, but his sister whispered: ""Gregor, open the door, Ibeg of you.""",Franz Kafka,Metamorphosis
"Gregor, however, had no thought of opening the door,and instead congratulated himself for his cautious habit, acquiredfrom his travelling, of locking all doors at night even when he wasat home.The first thing he wanted to do was to get up in peace without beingdisturbed, to get dressed, and most of all to have his breakfast.Only then would he consider what to do next, as he was well awarethat he would not bring his thoughts to any sensible conclusions bylying in bed.",Franz Kafka,Metamorphosis
"He remembered that he had often felt a slight pain inbed, perhaps caused by lying awkwardly, but that had always turnedout to be pure imagination and he wondered how his imaginings wouldslowly resolve themselves today.",Franz Kafka,Metamorphosis
"He did not have the slightestdoubt that the change in his voice was nothing more than the firstsign of a serious cold, which was an occupational hazard fortravelling salesmen.It was a simple matter to throw off the covers; he only had to blowhimself up a little and they fell off by themselves.",Franz Kafka,Metamorphosis
"But it becamedifficult after that, especially as he was so exceptionally broad.He would have used his arms and his hands to push himself up; butinstead of them he only had all those little legs continuouslymoving in different directions, and which he was moreover unable tocontrol.",Franz Kafka,Metamorphosis
"If he wanted to bend one of them, then that was the firstone that would stretch itself out; and if he finally managed to dowhat he wanted with that leg, all the others seemed to be set freeand would move about painfully.",Franz Kafka,Metamorphosis
"""This is something that can't bedone in bed"", Gregor said to himself, ""so don't keep trying to doit"".The first thing he wanted to do was get the lower part of his bodyout of the bed, but he had never seen this lower part, and could notimagine what it looked like; it turned out to be too hard to move;it went so slowly; and finally, almost in a frenzy, when hecarelessly shoved himself forwards with all the force he couldgather, he chose the wrong direction, hit hard against the lowerbedpost, and learned from the burning pain he felt that the lowerpart of his body might well, at present, be the most sensitive.So then he tried to get the top part of his body out of the bedfirst, carefully turning his head to the side.",Franz Kafka,Metamorphosis
"This he managedquite easily, and despite its breadth and its weight, the bulk ofhis body eventually followed slowly in the direction of the head.But when he had at last got his head out of the bed and into thefresh air it occurred to him that if he let himself fall it would bea miracle if his head were not injured, so he became afraid to carryon pushing himself forward the same way.",Franz Kafka,Metamorphosis
"And he could not knockhimself out now at any price; better to stay in bed than loseconsciousness.It took just as much effort to get back to where he had beenearlier, but when he lay there sighing, and was once more watchinghis legs as they struggled against each other even harder thanbefore, if that was possible, he could think of no way of bringingpeace and order to this chaos.",Franz Kafka,Metamorphosis
He told himself once more that itwas not possible for him to stay in bed and that the most sensiblething to do would be to get free of it in whatever way he could atwhatever sacrifice.,Franz Kafka,Metamorphosis
"At the same time, though, he did not forget toremind himself that calm consideration was much better than rushingto desperate conclusions.",Franz Kafka,Metamorphosis
"At times like this he would direct hiseyes to the window and look out as clearly as he could, butunfortunately, even the other side of the narrow street wasenveloped in morning fog and the view had little confidence or cheerto offer him.",Franz Kafka,Metamorphosis
"""Seven o'clock, already"", he said to himself when theclock struck again, ""seven o'clock, and there's still a fog likethis.""",Franz Kafka,Metamorphosis
"And he lay there quietly a while longer, breathing lightlyas if he perhaps expected the total stillness to bring things backto their real and natural state.But then he said to himself: ""Before it strikes quarter past sevenI'll definitely have to have got properly out of bed.",Franz Kafka,Metamorphosis
"And by thensomebody will have come round from work to ask what's happened to meas well, as they open up at work before seven o'clock.""",Franz Kafka,Metamorphosis
And so heset himself to the task of swinging the entire length of his bodyout of the bed all at the same time.,Franz Kafka,Metamorphosis
If he succeeded in falling outof bed in this way and kept his head raised as he did so he couldprobably avoid injuring it.,Franz Kafka,Metamorphosis
"His back seemed to be quite hard, andprobably nothing would happen to it falling onto the carpet.",Franz Kafka,Metamorphosis
"Hismain concern was for the loud noise he was bound to make, and whicheven through all the doors would probably raise concern if notalarm.",Franz Kafka,Metamorphosis
"But it was something that had to be risked.When Gregor was already sticking half way out of the bed - the newmethod was more of a game than an effort, all he had to do was rockback and forth - it occurred to him how simple everything would beif somebody came to help him.",Franz Kafka,Metamorphosis
"Two strong people - he had his fatherand the maid in mind - would have been more than enough; they wouldonly have to push their arms under the dome of his back, peel himaway from the bed, bend down with the load and then be patient andcareful as he swang over onto the floor, where, hopefully, thelittle legs would find a use.",Franz Kafka,Metamorphosis
"Should he really call for helpthough, even apart from the fact that all the doors were locked?Despite all the difficulty he was in, he could not suppress a smileat this thought.After a while he had already moved so far across that it would havebeen hard for him to keep his balance if he rocked too hard.",Franz Kafka,Metamorphosis
Thetime was now ten past seven and he would have to make a finaldecision very soon.,Franz Kafka,Metamorphosis
Then there was a ring at the door of the flat.,Franz Kafka,Metamorphosis
"""That'll be someone from work"", he said to himself, and froze verystill, although his little legs only became all the more lively asthey danced around.",Franz Kafka,Metamorphosis
For a moment everything remained quiet.,Franz Kafka,Metamorphosis
"""They're not opening the door"", Gregor said to himself, caught insome nonsensical hope.",Franz Kafka,Metamorphosis
"But then of course, the maid's firm stepswent to the door as ever and opened it.",Franz Kafka,Metamorphosis
Gregor only needed to hearthe visitor's first words of greeting and he knew who it was - thechief clerk himself.,Franz Kafka,Metamorphosis
Why did Gregor have to be the only onecondemned to work for a company where they immediately became highlysuspicious at the slightest shortcoming?,Franz Kafka,Metamorphosis
"Were all employees, everyone of them, louts, was there not one of them who was faithful anddevoted who would go so mad with pangs of conscience that hecouldn't get out of bed if he didn't spend at least a couple ofhours in the morning on company business?",Franz Kafka,Metamorphosis
"Was it really not enoughto let one of the trainees make enquiries - assuming enquiries wereeven necessary - did the chief clerk have to come himself, and didthey have to show the whole, innocent family that this was sosuspicious that only the chief clerk could be trusted to have thewisdom to investigate it?",Franz Kafka,Metamorphosis
"And more because these thoughts had madehim upset than through any proper decision, he swang himself withall his force out of the bed.",Franz Kafka,Metamorphosis
"There was a loud thump, but it wasn'treally a loud noise.",Franz Kafka,Metamorphosis
"His fall was softened a little by the carpet,and Gregor's back was also more elastic than he had thought, whichmade the sound muffled and not too noticeable.",Franz Kafka,Metamorphosis
"He had not held hishead carefully enough, though, and hit it as he fell; annoyed and inpain, he turned it and rubbed it against the carpet.",Franz Kafka,Metamorphosis
"""Something's fallen down in there"", said the chief clerk in the roomon the left.",Franz Kafka,Metamorphosis
Gregor tried to imagine whether something of the sortthat had happened to him today could ever happen to the chief clerktoo; you had to concede that it was possible.,Franz Kafka,Metamorphosis
"But as if in gruffreply to this question, the chief clerk's firm footsteps in hishighly polished boots could now be heard in the adjoining room.From the room on his right, Gregor's sister whispered to him to lethim know: ""Gregor, the chief clerk is here.""",Franz Kafka,Metamorphosis
"""Yes, I know"", saidGregor to himself; but without daring to raise his voice loud enoughfor his sister to hear him.",Franz Kafka,Metamorphosis
"""Gregor"", said his father now from the room to his left, ""the chiefclerk has come round and wants to know why you didn't leave on theearly train.",Franz Kafka,Metamorphosis
We don't know what to say to him.,Franz Kafka,Metamorphosis
"And anyway, hewants to speak to you personally.",Franz Kafka,Metamorphosis
So please open up this door.,Franz Kafka,Metamorphosis
I'msure he'll be good enough to forgive the untidiness of your room.,Franz Kafka,Metamorphosis
"""Then the chief clerk called ""Good morning,  Mr. Samsa"".",Franz Kafka,Metamorphosis
"""He isn'twell"", said his mother to the chief clerk, while his fathercontinued to speak through the door.",Franz Kafka,Metamorphosis
"""He isn't well, please believeme.",Franz Kafka,Metamorphosis
Why else would Gregor have missed a train!,Franz Kafka,Metamorphosis
The lad only everthinks about the business.,Franz Kafka,Metamorphosis
It nearly makes me cross the way henever goes out in the evenings; he's been in town for a week now butstayed home every evening.,Franz Kafka,Metamorphosis
He sits with us in the kitchen and justreads the paper or studies train timetables.,Franz Kafka,Metamorphosis
His idea of relaxationis working with his fretsaw.,Franz Kafka,Metamorphosis
"He's made a little frame, forinstance, it only took him two or three evenings, you'll be amazedhow nice it is; it's hanging up in his room; you'll see it as soonas Gregor opens the door.",Franz Kafka,Metamorphosis
"Anyway, I'm glad you're here; we wouldn'thave been able to get Gregor to open the door by ourselves; he's sostubborn; and I'm sure he isn't well, he said this morning that heis, but he isn't.""",Franz Kafka,Metamorphosis
"""I'll be there in a moment"", said Gregor slowlyand thoughtfully, but without moving so that he would not miss anyword of the conversation.",Franz Kafka,Metamorphosis
"""Well I can't think of any other way ofexplaining it,  Mrs. Samsa"", said the chief clerk, ""I hope it'snothing serious.",Franz Kafka,Metamorphosis
"But on the other hand, I must say that if wepeople in commerce ever become slightly unwell then, fortunately orunfortunately as you like, we simply have to overcome it because ofbusiness considerations.""",Franz Kafka,Metamorphosis
"""Can the chief clerk come in to see younow then?",Franz Kafka,Metamorphosis
""", asked his father impatiently, knocking at the dooragain.",Franz Kafka,Metamorphosis
"""No"", said Gregor.",Franz Kafka,Metamorphosis
In the room on his right there followeda painful silence; in the room on his left his sister began to cry.So why did his sister not go and join the others?,Franz Kafka,Metamorphosis
She had probablyonly just got up and had not even begun to get dressed.,Franz Kafka,Metamorphosis
And why wasshe crying?,Franz Kafka,Metamorphosis
"Was it because he had not got up, and had not let thechief clerk in, because he was in danger of losing his job and ifthat happened his boss would once more pursue their parents with thesame demands as before?",Franz Kafka,Metamorphosis
There was no need to worry about things likethat yet.,Franz Kafka,Metamorphosis
Gregor was still there and had not the slightestintention of abandoning his family.,Franz Kafka,Metamorphosis
"For the time being he just laythere on the carpet, and no-one who knew the condition he was inwould seriously have expected him to let the chief clerk in.",Franz Kafka,Metamorphosis
"It wasonly a minor discourtesy, and a suitable excuse could easily befound for it later on, it was not something for which Gregor couldbe sacked on the spot.",Franz Kafka,Metamorphosis
And it seemed to Gregor much more sensibleto leave him now in peace instead of disturbing him with talking athim and crying.,Franz Kafka,Metamorphosis
"But the others didn't know what was happening, theywere worried, that would excuse their behaviour.The chief clerk now raised his voice, ""Mr. Samsa"", he called to him,""what is wrong?",Franz Kafka,Metamorphosis
"You barricade yourself in your room, give us no morethan yes or no for an answer, you are causing serious andunnecessary concern to your parents and you fail - and I mentionthis just by the way - you fail to carry out your business duties ina way that is quite unheard of.",Franz Kafka,Metamorphosis
"I'm speaking here on behalf of yourparents and of your employer, and really must request a clear andimmediate explanation.",Franz Kafka,Metamorphosis
"I am astonished, quite astonished.",Franz Kafka,Metamorphosis
"Ithought I knew you as a calm and sensible person, and now yousuddenly seem to be showing off with peculiar whims.",Franz Kafka,Metamorphosis
"This morning,your employer did suggest a possible reason for your failure toappear, it's true - it had to do with the money that was recentlyentrusted to you - but I came near to giving him my word of honourthat that could not be the right explanation.",Franz Kafka,Metamorphosis
But now that I seeyour incomprehensible stubbornness I no longer feel any wishwhatsoever to intercede on your behalf.,Franz Kafka,Metamorphosis
And nor is your positionall that secure.,Franz Kafka,Metamorphosis
"I had originally intended to say all this to youin private, but since you cause me to waste my time here for no goodreason I don't see why your parents should not also learn of it.Your turnover has been very unsatisfactory of late; I grant you thatit's not the time of year to do especially good business, werecognise that; but there simply is no time of year to do nobusiness at all,  Mr. Samsa, we cannot allow there to be.",Franz Kafka,Metamorphosis
"""""But Sir"", called Gregor, beside himself and forgetting all else inthe excitement, ""I'll open up immediately, just a moment.",Franz Kafka,Metamorphosis
"I'mslightly unwell, an attack of dizziness, I haven't been able to getup.",Franz Kafka,Metamorphosis
I'm still in bed now.,Franz Kafka,Metamorphosis
"I'm quite fresh again now, though.",Franz Kafka,Metamorphosis
I'mjust getting out of bed.,Franz Kafka,Metamorphosis
Just a moment.,Franz Kafka,Metamorphosis
Be patient!,Franz Kafka,Metamorphosis
It's not quiteas easy as I'd thought.,Franz Kafka,Metamorphosis
"I'm quite alright now, though.",Franz Kafka,Metamorphosis
"It'sshocking, what can suddenly happen to a person!",Franz Kafka,Metamorphosis
"I was quite alrightlast night, my parents know about it, perhaps better than me, I hada small symptom of it last night already.",Franz Kafka,Metamorphosis
They must have noticedit.,Franz Kafka,Metamorphosis
I don't know why I didn't let you know at work!,Franz Kafka,Metamorphosis
But you alwaysthink you can get over an illness without staying at home.,Franz Kafka,Metamorphosis
"Please,don't make my parents suffer!",Franz Kafka,Metamorphosis
There's no basis for any of theaccusations you're making; nobody's ever said a word to me about anyof these things.,Franz Kafka,Metamorphosis
Maybe you haven't read the latest contracts I sentin.,Franz Kafka,Metamorphosis
"I'll set off with the eight o'clock train, as well, these fewhours of rest have given me strength.",Franz Kafka,Metamorphosis
"You don't need to wait, sir;I'll be in the office soon after you, and please be so good as totell that to the boss and recommend me to him!",Franz Kafka,Metamorphosis
"""And while Gregor gushed out these words, hardly knowing what he wassaying, he made his way over to the chest of drawers - this waseasily done, probably because of the practise he had already had inbed - where he now tried to get himself upright.",Franz Kafka,Metamorphosis
"He really did wantto open the door, really did want to let them see him and to speakwith the chief clerk; the others were being so insistent, and he wascurious to learn what they would say when they caught sight of him.If they were shocked then it would no longer be Gregor'sresponsibility and he could rest.",Franz Kafka,Metamorphosis
"If, however, they took everythingcalmly he would still have no reason to be upset, and if he hurriedhe really could be at the station for eight o'clock.",Franz Kafka,Metamorphosis
"The first fewtimes he tried to climb up on the smooth chest of drawers he justslid down again, but he finally gave himself one last swing andstood there upright; the lower part of his body was in serious painbut he no longer gave any attention to it.",Franz Kafka,Metamorphosis
Now he let himself fallagainst the back of a nearby chair and held tightly to the edges ofit with his little legs.,Franz Kafka,Metamorphosis
"By now he had also calmed down, and keptquiet so that he could listen to what the chief clerk was saying.",Franz Kafka,Metamorphosis
"""Did you understand a word of all that?""",Franz Kafka,Metamorphosis
"the chief clerk asked hisparents, ""surely he's not trying to make fools of us"".",Franz Kafka,Metamorphosis
"""Oh, God!",Franz Kafka,Metamorphosis
"""called his mother, who was already in tears, ""he could be seriouslyill and we're making him suffer.",Franz Kafka,Metamorphosis
Grete!,Franz Kafka,Metamorphosis
"Grete!""",Franz Kafka,Metamorphosis
"she then cried.""Mother?""",Franz Kafka,Metamorphosis
his sister called from the other side.,Franz Kafka,Metamorphosis
They communicatedacross Gregor's room.,Franz Kafka,Metamorphosis
"""You'll have to go for the doctor straightaway.",Franz Kafka,Metamorphosis
"Gregor is ill.  Quick, get the doctor.",Franz Kafka,Metamorphosis
"Did you hear the wayGregor spoke just now?""",Franz Kafka,Metamorphosis
"""That was the voice of an animal"", said thechief clerk, with a calmness that was in contrast with his mother'sscreams.",Franz Kafka,Metamorphosis
"""Anna!",Franz Kafka,Metamorphosis
"Anna!""",Franz Kafka,Metamorphosis
"his father called into the kitchen throughthe entrance hall, clapping his hands, ""get a locksmith here, now!",Franz Kafka,Metamorphosis
"""And the two girls, their skirts swishing, immediately ran outthrough the hall, wrenching open the front door of the flat as theywent.",Franz Kafka,Metamorphosis
How had his sister managed to get dressed so quickly?,Franz Kafka,Metamorphosis
"Therewas no sound of the door banging shut again; they must have left itopen;  people often do in homes where something awful has happened.Gregor, in contrast, had become much calmer.",Franz Kafka,Metamorphosis
"So they couldn'tunderstand his words any more, although they seemed clear enough tohim, clearer than before - perhaps his ears had become used to thesound.",Franz Kafka,Metamorphosis
"They had realised, though, that there was something wrongwith him, and were ready to help.",Franz Kafka,Metamorphosis
"The first response to hissituation had been confident and wise, and that made him feelbetter.",Franz Kafka,Metamorphosis
"He felt that he had been drawn back in among people, andfrom the doctor and the locksmith he expected great and surprisingachievements - although he did not really distinguish one from theother.",Franz Kafka,Metamorphosis
"Whatever was said next would be crucial, so, in order tomake his voice as clear as possible, he coughed a little, but takingcare to do this not too loudly as even this might well sounddifferent from the way that a human coughs and he was no longer surehe could judge this for himself.",Franz Kafka,Metamorphosis
"Meanwhile, it had become veryquiet in the next room.",Franz Kafka,Metamorphosis
"Perhaps his parents were sat at the tablewhispering with the chief clerk, or perhaps they were all pressedagainst the door and listening.Gregor slowly pushed his way over to the door with the chair.",Franz Kafka,Metamorphosis
"Oncethere he let go of it and threw himself onto the door, holdinghimself upright against it using the adhesive on the tips of hislegs.",Franz Kafka,Metamorphosis
He rested there a little while to recover from the effortinvolved and then set himself to the task of turning the key in thelock with his mouth.,Franz Kafka,Metamorphosis
"He seemed, unfortunately, to have no properteeth - how was he, then, to grasp the key?",Franz Kafka,Metamorphosis
"- but the lack of teethwas, of course, made up for with a very strong jaw; using the jaw,he really was able to start the key turning, ignoring the fact thathe must have been causing some kind of damage as a brown fluid camefrom his mouth, flowed over the key and dripped onto the floor.",Franz Kafka,Metamorphosis
"""Listen"", said the chief clerk in the next room, ""he's turning thekey.""",Franz Kafka,Metamorphosis
"Gregor was greatly encouraged by this; but they all shouldhave been calling to him, his father and his mother too: ""Well done,Gregor"", they should have cried, ""keep at it, keep hold of thelock!""",Franz Kafka,Metamorphosis
"And with the idea that they were all excitedly following hisefforts, he bit on the key with all his strength, paying noattention to the pain he was causing himself.",Franz Kafka,Metamorphosis
"As the key turnedround he turned around the lock with it, only holding himselfupright with his mouth, and hung onto the key or pushed it downagain with the whole weight of his body as needed.",Franz Kafka,Metamorphosis
"The clear soundof the lock as it snapped back was Gregor's sign that he could breakhis concentration, and as he regained his breath he said to himself:""So, I didn't need the locksmith after all"".",Franz Kafka,Metamorphosis
"Then he lay his head onthe handle of the door to open it completely.Because he had to open the door in this way, it was already wideopen before he could be seen.",Franz Kafka,Metamorphosis
"He had first to slowly turn himselfaround one of the double doors, and he had to do it very carefullyif he did not want to fall flat on his back before entering theroom.",Franz Kafka,Metamorphosis
"He was still occupied with this difficult movement, unable topay attention to anything else, when he heard the chief clerkexclaim a loud ""Oh!",Franz Kafka,Metamorphosis
""", which sounded like the soughing of the wind.Now he also saw him - he was the nearest to the door - his handpressed against his open mouth and slowly retreating as if driven bya steady and invisible force.",Franz Kafka,Metamorphosis
"Gregor's mother, her hair stilldishevelled from bed despite the chief clerk's being there, lookedat his father.",Franz Kafka,Metamorphosis
"Then she unfolded her arms, took two steps forwardtowards Gregor and sank down onto the floor into her skirts thatspread themselves out around her as her head disappeared down ontoher breast.",Franz Kafka,Metamorphosis
"His father looked hostile, and clenched his fists as ifwanting to knock Gregor back into his room.",Franz Kafka,Metamorphosis
"Then he lookeduncertainly round the living room, covered his eyes with his handsand wept so that his powerful chest shook.So Gregor did not go into the room, but leant against the inside ofthe other door which was still held bolted in place.",Franz Kafka,Metamorphosis
"In this wayonly half of his body could be seen, along with his head above itwhich he leant over to one side as he peered out at the others.Meanwhile the day had become much lighter; part of the endless,grey-black building on the other side of the street - which was ahospital - could be seen quite clearly with the austere and regularline of windows piercing its facade; the rain was stillfalling, now throwing down large, individual droplets which hit theground one at a time.",Franz Kafka,Metamorphosis
"The washing up from breakfast lay on thetable; there was so much of it because, for Gregor's father,breakfast was the most important meal of the day and he wouldstretch it out for several hours as he sat reading a number ofdifferent newspapers.",Franz Kafka,Metamorphosis
"On the wall exactly opposite there wasphotograph of Gregor when he was a lieutenant in the army, his swordin his hand and a carefree smile on his face as he called forthrespect for his uniform and bearing.",Franz Kafka,Metamorphosis
The door to the entrance hallwas open and as the front door of the flat was also open he couldsee onto the landing and the stairs where they began their way downbelow.,Franz Kafka,Metamorphosis
"""Now, then"", said Gregor, well aware that he was the only one tohave kept calm, ""I'll get dressed straight away now, pack up mysamples and set off.",Franz Kafka,Metamorphosis
Will you please just let me leave?,Franz Kafka,Metamorphosis
"You cansee"", he said to the chief clerk, ""that I'm not stubborn and Ilike to do my job; being a commercial traveller is arduous butwithout travelling I couldn't earn my living.",Franz Kafka,Metamorphosis
"So where are yougoing, in to the office?",Franz Kafka,Metamorphosis
Yes?,Franz Kafka,Metamorphosis
"Will you report everything accurately,then?",Franz Kafka,Metamorphosis
"It's quite possible for someone to be temporarily unable towork, but that's just the right time to remember what's beenachieved in the past and consider that later on, once the difficultyhas been removed, he will certainly work with all the more diligenceand concentration.",Franz Kafka,Metamorphosis
"You're well aware that I'm seriously in debt toour employer as well as having to look after my parents and mysister, so that I'm trapped in a difficult situation, but I willwork my way out of it again.",Franz Kafka,Metamorphosis
"Please don't make things any harderfor me than they are already, and don't take sides against me at theoffice.",Franz Kafka,Metamorphosis
I know that nobody likes the travellers.,Franz Kafka,Metamorphosis
They think weearn an enormous wage as well as having a soft time of it.,Franz Kafka,Metamorphosis
That'sjust prejudice but they have no particular reason to think better ofit.,Franz Kafka,Metamorphosis
"But you, sir, you have a better overview than the rest of thestaff, in fact, if I can say this in confidence, a better overviewthan the boss himself - it's very easy for a businessman like him tomake mistakes about his employees and judge them more harshly thanhe should.",Franz Kafka,Metamorphosis
"And you're also well aware that we travellers spendalmost the whole year away from the office, so that we can veryeasily fall victim to gossip and chance and groundless complaints,and it's almost impossible to defend yourself from that sort ofthing, we don't usually even hear about them, or if at all it's whenwe arrive back home exhausted from a trip, and that's when we feelthe harmful effects of what's been going on without even knowingwhat caused them.",Franz Kafka,Metamorphosis
"Please, don't go away, at least first saysomething to show that you grant that I'm at least partly right!",Franz Kafka,Metamorphosis
"""But the chief clerk had turned away as soon as Gregor had started tospeak, and, with protruding lips, only stared back at him over histrembling shoulders as he left.",Franz Kafka,Metamorphosis
"He did not keep still for a momentwhile Gregor was speaking, but moved steadily towards the doorwithout taking his eyes off him.",Franz Kafka,Metamorphosis
"He moved very gradually, as ifthere had been some secret prohibition on leaving the room.",Franz Kafka,Metamorphosis
"It wasonly when he had reached the entrance hall that he made a suddenmovement, drew his foot from the living room, and rushed forward ina panic.",Franz Kafka,Metamorphosis
