text,author,book
"No shops, no police station, no post office.",Kobo Abe,The Ark Sakura
"The sole inhabitant is me.And so Mole will do for a name, at least until something better suggests itself.When I go out I always take along a supply of two items: a key to the quarry entrance and a small card with a map on the back and the words “Boarding Pass—Ticket to Survival” on the front.",Kobo Abe,The Ark Sakura
"Late last year I picked up thirty-five leather cases, and put one key and one card in each.",Kobo Abe,The Ark Sakura
I keep three in the pocket of my good pants.,Kobo Abe,The Ark Sakura
"If I happen to come across any suitable candidates for my crew, I can invite them aboard on the spot.",Kobo Abe,The Ark Sakura
"I’ve been ready for the last six months now, but the right sort of person has yet to appear.Preparations for sailing are virtually complete; in fact, all I lack now is the crew.",Kobo Abe,The Ark Sakura
"Despite the urgency of the situation, however, I have no intention of conducting any recruiting campaigns.",Kobo Abe,The Ark Sakura
Why should I?,Kobo Abe,The Ark Sakura
"In payment for their labors, crew members will receive a gift of incalculable value—the gift of life itself.",Kobo Abe,The Ark Sakura
"Were this known, I would be swamped with applicants.",Kobo Abe,The Ark Sakura
Just keeping order would be a problem.,Kobo Abe,The Ark Sakura
"Call it an excuse for my retiring ways if you like, but I’ve always felt that eventually the right people will gravitate to me without my having to go search them out.",Kobo Abe,The Ark Sakura
"So you see that whether I have any shopping to do or not, it is essential that I go out once a month or so to mingle with the crowds, come in contact with people, and make my observations.Ordinarily I use the outdoor parking lot next to the prefectural offices, because the rates are low and it always has plenty of parking space.",Kobo Abe,The Ark Sakura
"But today I decided to park underground, beneath the department store across from the station.",Kobo Abe,The Ark Sakura
"The notice on a banner hanging from the roof caught my eye: WONDERS AND CURIOSITIES NEVER SEEN BEFORE!EXHIBITION AND SPOT SALE OF FAMILYHEIRLOOMS AND TREASURESThis was obvious hype, but it succeeded in arousing my interest.",Kobo Abe,The Ark Sakura
"Also, I wanted a look at the customers.",Kobo Abe,The Ark Sakura
"When I entered the store, an announcement was being made to the effect that members of the general public were offering rarities and curios from their private collections for sale at the rooftop bazaar.Evidently I wasn’t the only one attracted; almost everyone in the elevator was headed for the roof.I discovered that the entire rooftop was covered with a maze of some hundred or more stalls.",Kobo Abe,The Ark Sakura
"It was like a festival or a fairground; a great tangle of people filled the aisles, some hurrying along, others hesitating in apparent bewilderment.Among the items available were these:Key chains made of owl talons.A “bear’s ass-scratcher,” looking something like dried seaweed.This was apparently a kind of parasitic plant; the seller himself had no idea what to do with it.A cardboard box filled with assorted springs and cogwheels.Three sets of horses’ teeth.An old-fashioned inhalator, heated by using an alcohol lamp.A sharpener for bamboo gramophone needles.Two whale turds, each a foot in diameter.Glass nails.Ointment to rub on the trunk of an elephant with a cold; made in Singapore.A bloodstained signal flag claimed by its owner to have been used in the Battle of the Japan Sea.An adjustable ring with plastic ballpoint pen attached.A sleep-inducing device to plug into your home computer; worn around the ankle, it applied rhythmic stimulation timed to the user’s heartbeat.A jar of sixty-five-year-old shochu, low-class distilled spirits (“Drink at your own risk”).An aluminum-can compressor, utilizing water pressure in accordance with the lever principle.A privately printed telephone directory purporting to contain“all you need to know” (for residents of Nerima Ward, Tokyo).3.3 pounds of powdered banana peel (a marijuana substitute?",Kobo Abe,The Ark Sakura
").A stuffed sewer rat, nineteen inches long.A baby doll that could suck on a bottle.And then—the eupcaccia.Camped somewhere in the heart of the maze was a stall with a display of insect specimens.",Kobo Abe,The Ark Sakura
"The stallkeeper must have had in mind schoolchildren with vacation bug-collecting assignments to complete, but his display was devoid of popular items like butterflies and giant beetles.",Kobo Abe,The Ark Sakura
"Several dozen little containers about the size of a pack of cigarettes lay heaped in the center of the counter, and that was all.",Kobo Abe,The Ark Sakura
"Each was made of transparent acrylic plastic, and each appeared empty.",Kobo Abe,The Ark Sakura
"Aluminum foil labels bore the name “Eupcaccia,” neatly typed, with the Japanese name in parentheses beneath: tokeimushi—clockbug.The containers appeared empty only because their contents were so unimposing: what was inside looked like a relative of one of those nameless bugs that crawl through garbage, unnoticed and unloved.",Kobo Abe,The Ark Sakura
The salesman himself cut no great figure.,Kobo Abe,The Ark Sakura
"His glasses had lenses like the bottoms of two Coke bottles, and the crown of his head bulged.",Kobo Abe,The Ark Sakura
"All in all, a dour-looking fellow.",Kobo Abe,The Ark Sakura
"Somewhat to my relief, he had customers to occupy him: a man and a young woman, both sensible-looking types, were turning containers over in their hands and studying them as they listened to the salesman’s pitch.",Kobo Abe,The Ark Sakura
"I couldn’t help pausing to listen in, attracted as much by the authentic ring of “eupcaccia” as by the intriguing nickname, “clockbug.”I learned that in Epichamaic, the language spoken on Epicham Island (the insect’s native habitat), eupcaccia is the word for “clock.” Half an inch long, the insect is of the order Coleoptera, and has a stubby black body lined with vertical brown stripes.",Kobo Abe,The Ark Sakura
"Its only other distinguishing feature is its lack of legs, those appendages having atrophied because the insect has no need to crawl about in search of food.",Kobo Abe,The Ark Sakura
It thrives on a peculiar diet—its own feces.,Kobo Abe,The Ark Sakura
"The idea of ingesting one’s own waste products for nourishment sounds about as ill-advised as trying to start a fire from ashes; the explanation lies, it seems, in the insect’s extremely slow rate of consumption, which allows plenty of time for the replenishment of nutrients by bacterial action.",Kobo Abe,The Ark Sakura
"Using its round abdomen as a fulcrum, the eupcaccia pushes itself around counterclockwise with its long, sturdy antennae, eating as it eliminates.",Kobo Abe,The Ark Sakura
"As a result, the excrement always lies in a perfect half-circle.",Kobo Abe,The Ark Sakura
"It begins ingesting at dawn and ceases at sunset, then sleeps till morning.",Kobo Abe,The Ark Sakura
"Since its head always points in the direction of the sun, it also functions as a timepiece.For a long time, islanders resisted mechanical clocks, deterred by the clockwise rotation, and by what appeared to them the suspiciously simple movements of hands measuring off the passage of time in equal units, without regard for the position of the sun.",Kobo Abe,The Ark Sakura
"Even now it seems they refer to mechanical clocks as eupcanu, to distinguish them from “real” clocks— eupcaccia.There was a charm to the unassuming eupcaccia that went beyond mere practical concerns.",Kobo Abe,The Ark Sakura
"Perhaps its almost perfectly closed ecosystem was somehow soothing to troubled hearts.Guests at the Hotel Eupcaccia, the only such facility on Epicham, would come across the insects lying on flagstones (thoughtfully provided by the management) and become riveted to the spot.There were reports of a certain businessman who had sat day after day in the same place, magnifying glass in hand, and finally died raving mad, cheeks bulging with his own excrement.",Kobo Abe,The Ark Sakura
(He seems to have been either a Japanese watch salesman or a Swiss clock manufacturer.),Kobo Abe,The Ark Sakura
"All of this was doubtless more sales talk, but I chose to take it at face value.The native population, in contrast, showed no such obsession with the insect.",Kobo Abe,The Ark Sakura
"Around the start of the rainy season, when tourists went away, the bacterial action so crucial to the well-being of the eupcaccia would fall off, effectively slowing the progress of time.",Kobo Abe,The Ark Sakura
"Next came the annual mating season, when time died, as the eupcaccia flew off like clock hands leaving their dials.Then impregnated females crisscrossed clumsily over the ground, fluttering wings as thin as the film on a soap bubble, as they searched for semicircles of dung on which to lay their eggs.",Kobo Abe,The Ark Sakura
"The cycle was suspended, time invisible.",Kobo Abe,The Ark Sakura
"The clocks shorn of hands were like claw marks on the surface of the ground, lifeless and sinister.For all this, the islanders have never rejected time itself.",Kobo Abe,The Ark Sakura
The signs of regeneration are always the same.I couldn’t help marveling at the uncanny resemblance that the eupcaccia bore to me.,Kobo Abe,The Ark Sakura
"It was as if someone were deliberately making fun of me, yet this insect dealer had no possible way of knowing who I was.The male customer spoke, after clucking his tongue like someone sucking on a sour plum.",Kobo Abe,The Ark Sakura
"“Funny kind of bug,” he said.“Looks to me like it’s sulking in there.” His speech was unpleasantly moist, as if his salivary glands were working overtime.",Kobo Abe,The Ark Sakura
"The girl looked up at him and said—her voice dry, the voice of someone sucking on a sugar candy—“Oh, let’s get one.They’re so cute.”She smiled prettily, dimpling the corners of her naturally red lips.",Kobo Abe,The Ark Sakura
The man stuck out his jaw and produced his wallet with an exaggerated flourish.,Kobo Abe,The Ark Sakura
All at once I decided to buy one too.,Kobo Abe,The Ark Sakura
I felt a strong sense of intimacy with the bug—the sort of feeling aroused by the smell of your own sweat.,Kobo Abe,The Ark Sakura
"Fastened with a pin, I would doubtless make just as novel a specimen.",Kobo Abe,The Ark Sakura
"Whether the price of twenty thousand yen was high or low I couldn’t say, but I had a strange conviction that I had found exactly what I’d been looking for.The eupcaccia was suspended inside its transparent acrylic container on two fine nylon threads hung at right angles, to make it visible from below as well as above.",Kobo Abe,The Ark Sakura
"Without the clear vestiges of atrophied legs, it could have been a dung beetle with the legs torn off.I paid my money after the couple paid theirs, and watched as the salesman inserted tablets of a drying agent into the top and bottom of the container.",Kobo Abe,The Ark Sakura
"Then, slipping it in my pocket, I felt a great easing of tension, like stepping into a pair of comfortable old shoes.",Kobo Abe,The Ark Sakura
“How many does this make?” I asked.,Kobo Abe,The Ark Sakura
"“That you’ve sold today, I mean.”As if the question somehow offended him, the salesman kept his mouth clamped shut.",Kobo Abe,The Ark Sakura
"His gaze was refracted in the thick lenses, making his expression hard to read.",Kobo Abe,The Ark Sakura
"Was he just ignoring me, or had he not heard?",Kobo Abe,The Ark Sakura
"Cheerful background music rose and fell with a passing breeze.“As soon as I get home I’m going to get out my atlas and see if there really is such a place as Epicham Island,” I said, and then laughed.",Kobo Abe,The Ark Sakura
“Just kidding.” Still no reaction.,Kobo Abe,The Ark Sakura
Maybe I had gone too far.,Kobo Abe,The Ark Sakura
"I hesitated to say anything more.2SOMEDAY I’D LIKE TO DESIGNA LOGO BASED ON THE EUPCACCIA,AND USE IT FOR A GROUP FLAGStraight back from the entrance was a canvas-roofed rest area that probably doubled as a stage for outdoor concerts.",Kobo Abe,The Ark Sakura
"Next to stands selling iced coffee and hamburgers was one selling shaved ice; I ordered a bowlful, flavored with syrupy adzuki beans.",Kobo Abe,The Ark Sakura
"Seen through the protective wire-mesh fence, the dusty streets below looked like old torn fishnet.",Kobo Abe,The Ark Sakura
It seemed about to rain: mountains in the distance were swathed in clouds.,Kobo Abe,The Ark Sakura
"The noise of thousands of car engines bounced off the sky and merged, interfering with the department-store Muzak in spurts like the gasps of a winded bullfrog.The bowl of shaved ice and sweet purplish beans chilled my palms.",Kobo Abe,The Ark Sakura
"People in the unroofed area were starting to head for the exits, but here nearly every seat was filled.",Kobo Abe,The Ark Sakura
"I shared a table with a student (so I judged him to be from the long hair that fell to the nape of his slender neck, and his bloodshot eyes) wearing a dark blue T-shirt with white lettering that read PO PO PO.",Kobo Abe,The Ark Sakura
His face was bent over a bowl of chilled noodles.,Kobo Abe,The Ark Sakura
"I crushed the beans in my ice with the back of my spoon, then scooped them up and ate them.The student looked up with a sound of joints cracking in his neck.Evidently he was offended by the critical gaze I had turned on him.It’s a bad habit I’ve developed ever since I started carrying the boarding passes with me.",Kobo Abe,The Ark Sakura
"As I go out only once a month, I have to make the most of my time.“Did you find anything?” I asked.“Nah.” A noodle hung down on his chin; he pushed it into his mouth with a finger and added in a tone of disgust, “What a bunch of junk.”“Even the eupcaccia?”“The what?”“Eupcaccia.” I pulled the plastic case out of my pocket and showed it to him.",Kobo Abe,The Ark Sakura
“It’s the name of an insect.,Kobo Abe,The Ark Sakura
"Didn’t you see it?Second aisle from the back, around the middle, on the left.”“What’s so great about it?”“It’s a beetle, a kind of Coleopteron.",Kobo Abe,The Ark Sakura
"The legs have atrophied, and it goes around and around in the same place like the hour hand of a clock, feeding on its own excrement.”“So?”“So isn’t that interesting?”“Not especially.”So much for him.",Kobo Abe,The Ark Sakura
"Disqualified.At the risk of sounding pretentious, let me say I believe the eupcaccia is symbolic of a certain philosophy or way of life: However much you may move around, as long as the motion is circular you haven’t really gone anywhere; the important thing is to maintain a tranquil inner core.Someday, I thought, I’d like to design a logo based on the eupcaccia, for a group flag.",Kobo Abe,The Ark Sakura
"It would have to be based on the back, not the belly.",Kobo Abe,The Ark Sakura
"The segmented belly has too many lines, like the underside of a dried shrimp, but the back could be represented easily enough by two adjacent ovals.",Kobo Abe,The Ark Sakura
Sort of like the radiator grille on a BMW—the car with the world’s top driving performance.That settled it: I knew now where I was going to keep the eupcaccia.,Kobo Abe,The Ark Sakura
There could be no better place than the shelf over the toilet in my work area.,Kobo Abe,The Ark Sakura
That was where I kept all the luggage and other travel equipment.,Kobo Abe,The Ark Sakura
"Suddenly I grinned, my humor restored at the notion of the eupcaccia as a travel accessory.The student went off with a look of uneasiness.",Kobo Abe,The Ark Sakura
I had no intention of stopping him.,Kobo Abe,The Ark Sakura
"Even apart from his boorish way of slurping his noodles, his approach to life was obviously wanting in gravity.",Kobo Abe,The Ark Sakura
"The eupcaccia promised to become a useful litmus test, I thought, one that gave me an objective standard for deciding among potential crewmen.",Kobo Abe,The Ark Sakura
Anyone who showed no curiosity about such an insect—the fulcrum of a compass with which to draw the circumference of the very earth—was simply too insensitive to merit serious consideration.I felt far greater interest in the young couple who had bought a eupcaccia before me.,Kobo Abe,The Ark Sakura
Where could they have gone?,Kobo Abe,The Ark Sakura
They were the ones I should have sounded out.,Kobo Abe,The Ark Sakura
Why did I never make the most of my opportunities?,Kobo Abe,The Ark Sakura
"On second thought, however, the man anyway was no loss.",Kobo Abe,The Ark Sakura
"He had been too restless, as if there were a Ping-Pong game going on inside his head.",Kobo Abe,The Ark Sakura
Hardly the type to adapt well to the life of a mole.,Kobo Abe,The Ark Sakura
The girl was another matter; she certainly would bear careful investigation.,Kobo Abe,The Ark Sakura
"It had been her idea to buy the eupcaccia; besides, it was only logical that my first crew member should be a woman.",Kobo Abe,The Ark Sakura
"Savoring the coldness of the ice in my mouth, I turned regretful thoughts of her over in my mind.Why hadn’t I spoken up right then?",Kobo Abe,The Ark Sakura
"By now we might have been fast friends, based on our mutual interest in the eupcaccia.",Kobo Abe,The Ark Sakura
The only problem was the nature of her relationship with that man.,Kobo Abe,The Ark Sakura
"If they were married, or anything like it, my hopes were wasted.",Kobo Abe,The Ark Sakura
Of course the eupcaccia itself belonged to the realm of soliloquy.,Kobo Abe,The Ark Sakura
It was hardly the sort of thing you’d expect a married couple to purchase together.,Kobo Abe,The Ark Sakura
"On the other hand, I had to admit that unmarried couples who behave like man and wife are rare—far rarer than married couples who behave like mutual strangers.Time to go.",Kobo Abe,The Ark Sakura
"I had already had the amazing good fortune to stumble on the eupcaccia; it wouldn’t do to be greedy for more.And on a windy day like this I couldn’t drive after dark along that rocky ledge by the coast: salt spray would rust out the body of the jeep.A shadow fell on the seat just vacated by the student.Conspicuously large cranium, heavy glasses for nearsightedness, dingy skin—it was the insect salesman.",Kobo Abe,The Ark Sakura
"He unwrapped a sandwich and dragged a chair up, scraping it loudly against the floor.",Kobo Abe,The Ark Sakura
He still hadn’t seen me.,Kobo Abe,The Ark Sakura
"It wasn’t an amazing coincidence that we should end up face to face, considering there were only a few seats vacant.",Kobo Abe,The Ark Sakura
"He peeled off the top slice of bread from his sandwich, rolled it up into a cylinder, and began to take careful bites, sipping now and then from a can of coffee.“Taking a break?” I said.The insect dealer stopped chewing and looked up slowly.“You talking to me?”“Don’t you remember me?",Kobo Abe,The Ark Sakura
"You just sold me a eupcaccia a few minutes ago.”For several seconds he continued to stare at me silently, through lenses so thick they seemed bulletproof.",Kobo Abe,The Ark Sakura
He seemed wary.Was it my weight?,Kobo Abe,The Ark Sakura
"People tend to equate obesity with imbecility.Members of the opposite sex are distant, those of one’s own sex derisive.",Kobo Abe,The Ark Sakura
Fat is even an obstacle to finding employment.,Kobo Abe,The Ark Sakura
The ratio of body size to brain size suggests unflattering analogies to whales and dinosaurs.,Kobo Abe,The Ark Sakura
I don’t even like fat people myself—despite the obvious irony—and I generally avoid getting into conversations with them if I can help it.“What’s the matter?,Kobo Abe,The Ark Sakura
"You want your money back, is that it?” In the back of my mind I still had reservations about the eupcaccia, but I didn’t want them forced into the open.",Kobo Abe,The Ark Sakura
I was in no mood to hear a confession.“Not at all.,Kobo Abe,The Ark Sakura
I’m very happy with my eupcaccia.,Kobo Abe,The Ark Sakura
It’s given me a lot to think about.,Kobo Abe,The Ark Sakura
Did you collect all those specimens yourself ?They say environmental pollution is getting so bad that insects are disappearing all over the place.,Kobo Abe,The Ark Sakura
"Some dealers have to raise their own, I’ve heard.”“Yes, and some go even further—they conjure up nonexistent specimens with tweezers and glue, I’ve heard.”“How many have you sold altogether?” I asked, deeming it safest to change the subject.“One.”“No, really.”“Look, if you want your money back, I don’t mind.”“Why do you say that?”“To avoid a hassle.”“There were some other people who bought one before me.”“No, there weren’t.”“Yes, there were.",Kobo Abe,The Ark Sakura
Don’t you remember?,Kobo Abe,The Ark Sakura
"A man and a young woman.”“You haven’t been around much, have you?",Kobo Abe,The Ark Sakura
"I hired them as sakura— decoys, shills, to lure customers.”“They looked on the level to me.”“Well, they have a standing contract with the department store, so they’re in a little better class than your average confidence man.",Kobo Abe,The Ark Sakura
"Besides, the girl is terrific.",Kobo Abe,The Ark Sakura
"She makes great cover.”“She had me fooled.”“She’s a looker, all right.",Kobo Abe,The Ark Sakura
She’s got real class.,Kobo Abe,The Ark Sakura
That son of a gun .,Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
".”“There’s a new system for classifying women into types,” I said.",Kobo Abe,The Ark Sakura
“I saw it in the paper.,Kobo Abe,The Ark Sakura
"The ‘quintuple approach,’ I think it was called.",Kobo Abe,The Ark Sakura
"According to that, women fall into five main types—Mother, Housewife, Wife, Woman, and Human Being.",Kobo Abe,The Ark Sakura
Which one would you say she is?”“That sort of thing doesn’t interest me.”“It’s all been carefully researched by a top ad agency.,Kobo Abe,The Ark Sakura
"It’s some new tool they’ve worked out for market analysis, so it should be fairly reliable.”“You believe that stuff ?”A flock of sparrows flew low overhead.",Kobo Abe,The Ark Sakura
Then came a rain-cloud that brushed the department store rooftop as it sped by in pursuit.,Kobo Abe,The Ark Sakura
Canvas flaps over the stalls fluttered and snapped in the wind; shoppers paused uncertainly.,Kobo Abe,The Ark Sakura
Here and there some stallkeepers were already closing up.,Kobo Abe,The Ark Sakura
"They would be the ones whose goods were sold out, or who had given up on selling any more that day.“Shouldn’t you be getting back to your stall?",Kobo Abe,The Ark Sakura
"Looks like rain.”“I’ve quit.” He laid thin slices of ham and tomato on top of each other, speared them with a fork, and grinned.",Kobo Abe,The Ark Sakura
"His boyish grin went surprisingly well with his bald head.“Don’t give up so soon,” I said.",Kobo Abe,The Ark Sakura
"“The eupcaccia gives people something to dream about; I’m sure you can sell at least a couple more if you try.”“You’re weird, you know that?",Kobo Abe,The Ark Sakura
"What do you do for a living, anyway?” He stroked his head with hairy fingers until the smokelike wisps of hair lay flat against his scalp, making the top of his head look even bigger.A customer wandered up to the stall next to the rest area where we were sitting.",Kobo Abe,The Ark Sakura
"The item for sale there was an all-purpose vibrator, oval in shape, featuring a metal fitting for an electric drill on the end, in which a variety of tools could be inserted: back scratcher, toothbrush, facial sponge, wire brush, shoulder massager, small hammer .",Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
you name it.,Kobo Abe,The Ark Sakura
"It certainly was ingenious, yet it failed to fire the imagination.",Kobo Abe,The Ark Sakura
"Besides, there at the counter they had only samples.",Kobo Abe,The Ark Sakura
"To make a purchase you had to go through some fishy rigmarole, leaving a ten percent deposit and filling out an order blank with your name and address; the device would supposedly be delivered to your doorstep (for a slight charge) within a week.",Kobo Abe,The Ark Sakura
"I found it hard to see why anyone would want to buy such a thing.“There you have the opposite of a dream,” I said.",Kobo Abe,The Ark Sakura
"“Sheer practicality.”“There you have a lesson in how to fleece people,” said the insect dealer.",Kobo Abe,The Ark Sakura
"“Nothing wild or fantastic, you see.",Kobo Abe,The Ark Sakura
"Plain, everyday items are best—kitchen stuff, especially.",Kobo Abe,The Ark Sakura
"If you’re clever, you can even fool people in the same line.",Kobo Abe,The Ark Sakura
But it doesn’t bear repeating.,Kobo Abe,The Ark Sakura
"You can never work the same place, or the same item, more than once.And until you’ve mapped out your next strategy, you’ve got to keep jumping from town to town.",Kobo Abe,The Ark Sakura
"Not an easy life.”“Does the eupcaccia bear repeating?” I asked.“Ah—so now you’ve made up your mind it’s a fake.”“Just eat your sandwich, please.",Kobo Abe,The Ark Sakura
"What did you have for breakfast?”“What does it matter?”“I always have sweet potatoes, or pancakes, with coffee.",Kobo Abe,The Ark Sakura
I make my own pancakes.”“I can’t make a good pancake.”“Neither can I.”“Haven’t eaten breakfast in a good ten years.”“Was that thunder?”“Who cares?”He bit off a piece of his sandwich as if tearing into the world’s betrayal.,Kobo Abe,The Ark Sakura
I couldn’t blame him.,Kobo Abe,The Ark Sakura
"If I were the discoverer of the eupcaccia, with sales so slow I’d undoubtedly feel the same way.",Kobo Abe,The Ark Sakura
"A pillar of sand, understood only by dreamers.",Kobo Abe,The Ark Sakura
"But even a pillar of sand, if it stands inside the earth, can hold up a skyscraper.“If you like, I’ll take the rest of the eupcaccias off your hands.",Kobo Abe,The Ark Sakura
"Another four or five wouldn’t hurt, anyway.”“Why should you do that?” the insect dealer said, stuffing his mouth with the last of his sandwich.",Kobo Abe,The Ark Sakura
“Don’t talk like an idiot.,Kobo Abe,The Ark Sakura
I don’t know what little scheme you may have in mind .,Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
.”“All right.,Kobo Abe,The Ark Sakura
"Just because I’m fat, you don’t have to snap at me that way.”“Obesity has no correlation to character.” He stuck the wad of bread he was chewing over on one side of his mouth, and added in a muffled voice, “It’s caused by the proliferation of melanoid fat cells; only involves an inch or two of subcutaneous tissue.”“You know a lot about it.”“Just something I read in the paper.”“Do you plan to sell the rest of the eupcaccias somewhere else?”“Frankly, I’ve had a bellyful of them.”“Surely you wouldn’t just throw them away?”“They’re not even worth grinding up for medicine.",Kobo Abe,The Ark Sakura
"I’ll save the containers, though; I paid enough for them.”“Then why not let me have the lot?",Kobo Abe,The Ark Sakura
I’ll trade you that for a boat ticket.,Kobo Abe,The Ark Sakura
"If you’re going to throw them away anyway, why not?You’ve got nothing to lose.”Whoops—too soon to bring up the boat ticket.",Kobo Abe,The Ark Sakura
"After this slip, I felt as unnerved as if someone had just goosed me with an ice cube.",Kobo Abe,The Ark Sakura
"I’d been too anxious to keep him from belittling my purchase, feeling that any criticism of the eupcaccia was a reflection on my judgment as well.",Kobo Abe,The Ark Sakura
"The clockbug contained, I felt, a revelation that could save humanity much rancor and anxiety.Take the anthropoids, who are thought to share a common ancestor with the human race.",Kobo Abe,The Ark Sakura
They exhibit two distinct tendencies: one is to make groups and build societies—the aggrandizing tendency—and the other is for each animal to huddle in its own territory and build its own castle—the settling tendency.,Kobo Abe,The Ark Sakura
"For whatever reason, both these contradictory impulses survive in the human psyche.",Kobo Abe,The Ark Sakura
"On the one hand, humans have acquired the ability to spread across the earth, thanks to an adaptability superior even to that of rats and cockroaches; on the other, they have acquired a demonic capability for intense mutual hatred and destruction.",Kobo Abe,The Ark Sakura
"For the human race, now on a level equal with nature, this two-edged sword is too heavy.",Kobo Abe,The Ark Sakura
We end up with government policies that make about as much sense as using a giant electric saw to cut open the belly of a tiny fish.,Kobo Abe,The Ark Sakura
If only we could be more like the eupcaccias .,Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
".“Trade it for what, did you say?”“A boat ticket.”“Ah, the old survey con.” He drank the rest of his canned coffee, and looked at me intently through his thick lenses.",Kobo Abe,The Ark Sakura
"“If you’re trying to pull off one of those on me, better wait till you’re a little more experienced.”“Huh?”“You never heard of it?",Kobo Abe,The Ark Sakura
"I guess not, from the look on your face.",Kobo Abe,The Ark Sakura
"You know, you see them everywhere, those people standing on street corners with a pad of paper and a ballpoint pen in their hands.”“I’ve seen them.",Kobo Abe,The Ark Sakura
"What are they there for?”“ ‘Tell me, madam, have you settled on your summer vacation plans?’ They start out like that, and they wind up extorting an entrance fee for some super-duper travel club.”“You’ve got me wrong.” After some hesitation, I decided I had no choice but to bring out one of the leather cases.",Kobo Abe,The Ark Sakura
“See?,Kobo Abe,The Ark Sakura
A key and a boat ticket.,Kobo Abe,The Ark Sakura
It’s a ticket to survival.” A tap on the shoulder from behind.,Kobo Abe,The Ark Sakura
"A pungent whiff of pomade.“No soliciting without a permit, buddy.",Kobo Abe,The Ark Sakura
"Pay the fee and open your own stall, just like everybody else.” A boxlike man, hair parted on one side, stood looming behind me.",Kobo Abe,The Ark Sakura
"His eyes, moist with intensity, were round and deep-set.",Kobo Abe,The Ark Sakura
His erect posture and the badge on his chest immediately identified him as a member of the store’s security detail.“I’m not soliciting.”“You’ll have to come with me.,Kobo Abe,The Ark Sakura
You can file your complaints over at the office.”Eyes converged on us.,Kobo Abe,The Ark Sakura
"A wall of curiosity, anticipating a show.",Kobo Abe,The Ark Sakura
"Then Goggle Eyes grabbed my arm, his fingers digging into the flesh until my wrist began to tingle—a form of punishment he was evidently used to meting out.",Kobo Abe,The Ark Sakura
"With my eyes I signaled to the insect dealer for help, expecting him to be able to say something in my defense.",Kobo Abe,The Ark Sakura
"But he kept his head lowered, and did nothing but fumble in his pocket.",Kobo Abe,The Ark Sakura
"The man was all talk, not to be trusted.",Kobo Abe,The Ark Sakura
Let that be a lesson to me.,Kobo Abe,The Ark Sakura
"It wouldn’t do to start passing out tickets recklessly.Resigned, I began to get up.",Kobo Abe,The Ark Sakura
"All at once, Goggle Eyes softened his grip.",Kobo Abe,The Ark Sakura
"The insect dealer’s right arm was extended toward us, displaying in two fingers a tan card.“Permit number E-eighteen.”“That won’t work.",Kobo Abe,The Ark Sakura
This guy is the one who was soliciting.”“He’s my partner.,Kobo Abe,The Ark Sakura
Since when is use restricted to the bearer?”“Oh.,Kobo Abe,The Ark Sakura
"Well, in that case .",Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
".”“I’ll go along with you,” offered the insect dealer genially.“It’s the least I can do.”“No, that’s okay, as long as I know the score.”“Not so fast.",Kobo Abe,The Ark Sakura
You’ve embarrassed us publicly.,Kobo Abe,The Ark Sakura
